#HeroicDeath Data Log - This file stores serialized data on player deaths in the following order:
#Victim|Killer|Murder Weapon|Cause of Death|Location|Timestamp|Death Message
#Murder weapon is in the format TypeIDxData, so Red Wool would be 35x14
#Location is in the format (x, y, z), and represents where the victim died.
IProHead|||FALL|world_hoth (-187.0,63.0,-298.0)|12/12/2011 19:48:52 GMT|IProHead fell to their death
IProHead|||SUICIDE|world_hoth (-197.0,63.0,-305.0)|12/12/2011 19:51:05 GMT|IProHead decided to end it all.
th3ant|IProHead|0x-1|ENTITY_ATTACK|world_hoth (-165.0,60.0,-171.0)|12/12/2011 19:57:04 GMT|IProHead killed th3ant wielding fists
th3ant|IProHead|0x-1|ENTITY_ATTACK|world_hoth (-168.0,60.0,-168.0)|12/12/2011 19:59:04 GMT|IProHead killed th3ant wielding fists
IProHead|||FALL|world_hoth (-231.0,74.0,-95.0)|12/12/2011 20:06:52 GMT|IProHead took a leap of faith
th3ant|||FALL|world_hoth (-226.0,76.0,-84.0)|12/12/2011 20:14:54 GMT|th3ant took a leap of faith
BeanMachine234|Creeper||ENTITY_EXPLOSION|world_hoth (-231.0,65.0,-134.0)|12/12/2011 20:43:42 GMT|BeanMachine234 hugged a creeper
Zowcor|Creeper||ENTITY_EXPLOSION|world_hoth (-222.0,47.0,-174.0)|12/12/2011 21:36:27 GMT|Zowcor was creeper bombed
MoTToMaDDness|Creeper||ENTITY_EXPLOSION|world_hoth (-134.0,64.0,-122.0)|12/12/2011 22:06:43 GMT|MoTToMaDDness was creeper bombed
MoTToMaDDness|Enderman||ENTITY_ATTACK|world_hoth (-280.0,64.0,-192.0)|12/12/2011 22:41:35 GMT|MoTToMaDDness was killed by an angry Enderman
Hobby203|||SUICIDE|world_hoth (-117.0,87.0,-218.0)|12/12/2011 22:45:07 GMT|Hobby203 committed suicide.
MoTToMaDDness|||DROWNING|world_hoth (-2503.0,61.0,-919.0)|12/12/2011 22:45:48 GMT|MoTToMaDDness is swimming with the fishes
akextra|Zombie||ENTITY_ATTACK|world_hoth (-198.0,63.0,-451.0)|12/13/2011 16:21:42 GMT|akextra was killed by an angry Zombie
IProHead|Creeper||ENTITY_EXPLOSION|world_hoth (-226.0,64.0,-435.0)|12/13/2011 18:13:48 GMT|IProHead hugged a creeper
IProHead|Creeper||ENTITY_EXPLOSION|world_hoth (-200.0,64.0,-208.0)|12/13/2011 18:40:25 GMT|IProHead hugged a creeper
IProHead|Enderman||ENTITY_ATTACK|world_hoth (-209.0,63.0,-435.0)|12/13/2011 18:59:08 GMT|IProHead was killed by an angry Enderman
camrocks17|||FIRE_TICK|world_hoth (-1169.0,59.0,439.0)|12/13/2011 22:04:54 GMT|camrocks17 burned to death
camrocks17|PigZombie||ENTITY_ATTACK|world_hoth_nether (-134.0,64.0,72.0)|12/13/2011 22:16:24 GMT|camrocks17 was killed by an angry PigZombie
camrocks17|PigZombie||ENTITY_ATTACK|world_hoth_nether (-148.0,62.0,80.0)|12/13/2011 22:17:30 GMT|camrocks17 was killed by an angry PigZombie
camrocks17|||LAVA|world_hoth_nether (-20.0,65.0,31.0)|12/13/2011 22:24:17 GMT|camrocks17 took a bath in a lake of fire
camrocks17|||DROWNING|world_hoth (-2528.0,61.0,-937.0)|12/13/2011 22:35:38 GMT|camrocks17 took a long walk off a short pier
th3ant|||FALL|world_hoth (-140.0,65.0,-184.0)|12/14/2011 18:35:29 GMT|th3ant took a leap of faith
BeanMachine234|||DROWNING|world_hoth (-217.0,62.0,-459.0)|12/14/2011 19:22:00 GMT|BeanMachine234 drowned
IProHead|Creeper||ENTITY_EXPLOSION|world_hoth (-232.0,64.0,-456.0)|12/14/2011 19:35:50 GMT|IProHead was creeper bombed
akextra|||FALL|world_hoth (48.0,32.0,-159.0)|12/14/2011 21:21:00 GMT|akextra took a leap of faith
akextra|Zombie||ENTITY_ATTACK|world_hoth (46.0,31.0,-159.0)|12/14/2011 21:22:21 GMT|akextra was killed by an angry Zombie
mgp_kid|Creeper||ENTITY_EXPLOSION|world_hoth (-102.0,67.0,-121.0)|12/14/2011 21:59:40 GMT|mgp_kid hugged a creeper
IProHead|Skeleton||ENTITY_ATTACK|world_hoth (-403.0,67.0,-708.0)|12/15/2011 16:44:22 GMT|IProHead was killed by an angry Skeleton
IProHead|Enderman||ENTITY_ATTACK|world_hoth (-196.0,72.0,-547.0)|12/15/2011 16:45:37 GMT|IProHead was killed by an angry Enderman
IProHead|Creeper||ENTITY_EXPLOSION|world_hoth (-147.0,62.0,-93.0)|12/15/2011 16:59:54 GMT|IProHead was creeper bombed
mgp_kid|Creeper||ENTITY_EXPLOSION|world_hoth (-2496.0,64.0,-923.0)|12/15/2011 17:30:13 GMT|mgp_kid hugged a creeper
smellaykelly|Creeper||ENTITY_EXPLOSION|world_hoth (-183.0,63.0,-149.0)|12/15/2011 17:48:10 GMT|smellaykelly hugged a creeper
IProHead|Creeper||ENTITY_EXPLOSION|world_hoth (-242.0,64.0,-423.0)|12/15/2011 20:43:50 GMT|IProHead hugged a creeper
aambss|Zombie||ENTITY_ATTACK|world_hoth (-90.0,69.0,-106.0)|12/15/2011 21:28:49 GMT|aambss was killed by an angry Zombie
mgp_kid|Spider||ENTITY_ATTACK|world_hoth (-205.0,64.0,-185.0)|12/15/2011 21:29:01 GMT|mgp_kid was killed by an angry Spider
akextra|Skeleton||ENTITY_ATTACK|world_hoth (-90.0,56.0,-109.0)|12/15/2011 21:44:17 GMT|akextra was killed by an angry Skeleton
th3ant|Creeper||ENTITY_EXPLOSION|world_hoth (-275.0,73.0,-138.0)|12/15/2011 21:50:43 GMT|th3ant hugged a creeper
th3ant|||FALL|world_hoth (-271.0,65.0,-137.0)|12/15/2011 21:51:02 GMT|th3ant fell to their death
akextra|Creeper||ENTITY_EXPLOSION|world_hoth (901.0,66.0,-810.0)|12/16/2011 11:36:50 GMT|akextra hugged a creeper
smellaykelly|Creeper||ENTITY_EXPLOSION|world_hoth (59.0,80.0,-156.0)|12/16/2011 12:27:23 GMT|smellaykelly was creeper bombed
akextra|Zombie||ENTITY_ATTACK|world_hoth (-99.0,70.0,-152.0)|12/16/2011 12:38:21 GMT|akextra was killed by an angry Zombie
akextra|Enderman||ENTITY_ATTACK|world_hoth (750.0,70.0,23.0)|12/16/2011 12:57:05 GMT|akextra was killed by an angry Enderman
akextra|||FALL|world_hoth (192.0,68.0,240.0)|12/16/2011 13:02:28 GMT|akextra fell to their death
akextra|Skeleton||ENTITY_ATTACK|world_hoth (29.0,85.0,-156.0)|12/16/2011 13:21:38 GMT|akextra was killed by an angry Skeleton
th3ant|||FALL|world_hoth (-278.0,73.0,-138.0)|12/16/2011 14:40:50 GMT|th3ant took a leap of faith
th3ant|||FALL|world_hoth (-162.0,72.0,-187.0)|12/16/2011 16:19:12 GMT|th3ant took a leap of faith
akextra|||FALL|world_hoth (18.0,69.0,-173.0)|12/16/2011 16:36:36 GMT|akextra took a leap of faith
smellaykelly|Creeper||ENTITY_EXPLOSION|world_hoth (-72.0,77.0,-194.0)|12/16/2011 17:37:33 GMT|smellaykelly hugged a creeper
smellaykelly|Skeleton||ENTITY_ATTACK|world_hoth (-90.0,74.0,-200.0)|12/16/2011 17:38:26 GMT|smellaykelly was killed by an angry Skeleton
smellaykelly|||FALL|world_hoth (-82.0,53.0,-198.0)|12/16/2011 17:39:17 GMT|smellaykelly took a leap of faith
proatwork|Creeper||ENTITY_EXPLOSION|world_hoth (-262.0,75.0,-132.0)|12/17/2011 02:39:01 GMT|proatwork hugged a creeper
IProHead|Creeper||ENTITY_EXPLOSION|world_hoth (-171.0,64.0,-169.0)|12/17/2011 10:53:06 GMT|IProHead was creeper bombed
akextra|Creeper||ENTITY_EXPLOSION|world_hoth (592.0,67.0,-1385.0)|12/17/2011 11:28:54 GMT|akextra hugged a creeper
akextra|||FALL|world_hoth (-233.0,68.0,-475.0)|12/17/2011 12:30:43 GMT|akextra fell to their death
Banterlope|Spider||ENTITY_ATTACK|world_hoth (-240.0,63.0,-192.0)|12/17/2011 17:00:22 GMT|Banterlope was killed by an angry Spider
RichtheNinja|||SUICIDE|world_hoth (-154.0,235.0,-51.0)|12/17/2011 17:02:14 GMT|RichtheNinja decided to end it all.
Minecrafter_101|||FALL|world_hoth (-237.0,64.0,-137.0)|12/17/2011 17:05:13 GMT|Minecrafter_101 took a leap of faith
RichtheNinja|||FALL|world_hoth (-204.0,61.0,-190.0)|12/17/2011 17:05:28 GMT|RichtheNinja fell to their death
RichtheNinja|||FALL|world_hoth (-21.0,83.0,-60.0)|12/17/2011 17:12:41 GMT|RichtheNinja took a leap of faith
RichtheNinja|Zombie||ENTITY_ATTACK|world_hoth (0.0,81.0,-128.0)|12/17/2011 17:13:35 GMT|RichtheNinja was killed by an angry Zombie
RichtheNinja|||FALL|world_hoth (111.0,72.0,-35.0)|12/17/2011 17:21:25 GMT|RichtheNinja took a leap of faith
Minecrafter_101|||SUICIDE|world_hoth (37.0,100.0,-139.0)|12/17/2011 17:27:42 GMT|Minecrafter_101 committed suicide.
Banterlope|RichtheNinja|272x2|ENTITY_ATTACK|world_hoth (31.0,81.0,-140.0)|12/17/2011 17:27:58 GMT|RichtheNinja killed Banterlope wielding stone sword
SkyBluesCCFC|Creeper||ENTITY_EXPLOSION|world_hoth (-2495.0,64.0,-957.0)|12/17/2011 17:28:48 GMT|SkyBluesCCFC hugged a creeper
Minecrafter_101|||FALL|world_hoth (-51.0,77.0,-115.0)|12/17/2011 17:32:38 GMT|Minecrafter_101 fell to their death
Banterlope|Creeper||ENTITY_EXPLOSION|world_hoth (49.0,80.0,-153.0)|12/17/2011 17:35:05 GMT|Banterlope was creeper bombed
Minecrafter_101|||FALL|world_hoth (-56.0,77.0,-133.0)|12/17/2011 17:35:54 GMT|Minecrafter_101 fell to their death
RichtheNinja|||FALL|world_hoth (33.0,84.0,-142.0)|12/17/2011 17:36:27 GMT|RichtheNinja took a leap of faith
Minecrafter_101|||FALL|world_hoth (-60.0,77.0,-142.0)|12/17/2011 17:37:02 GMT|Minecrafter_101 fell to their death
Minecrafter_101|||FALL|world_hoth (56.0,62.0,-383.0)|12/17/2011 17:47:16 GMT|Minecrafter_101 fell to their death
Banterlope|Creeper||ENTITY_EXPLOSION|world_hoth (50.0,82.0,-136.0)|12/17/2011 17:51:41 GMT|Banterlope hugged a creeper
Banterlope|||FALL|world_hoth (72.0,73.0,-33.0)|12/17/2011 17:56:50 GMT|Banterlope fell to their death
Minecrafter_101|Creeper||ENTITY_EXPLOSION|world_hoth (45.0,73.0,-104.0)|12/17/2011 18:15:03 GMT|Minecrafter_101 hugged a creeper
RichtheNinja|||FALL|world_hoth (199.0,70.0,-193.0)|12/17/2011 18:18:30 GMT|RichtheNinja took a leap of faith
Banterlope|Creeper||ENTITY_EXPLOSION|world_hoth (11.0,67.0,-184.0)|12/17/2011 18:21:16 GMT|Banterlope was creeper bombed
Minecrafter_101|||FALL|world_hoth (11.0,78.0,-113.0)|12/17/2011 18:35:50 GMT|Minecrafter_101 took a leap of faith
Minecrafter_101|Zombie||ENTITY_ATTACK|world_hoth (-24.0,14.0,-102.0)|12/17/2011 18:42:16 GMT|Minecrafter_101 was killed by an angry Zombie
Minecrafter_101|Creeper||ENTITY_EXPLOSION|world_hoth (15.0,60.0,-71.0)|12/17/2011 18:47:59 GMT|Minecrafter_101 hugged a creeper
IProHead|||FALL|world_hoth (-117.0,67.0,-135.0)|12/17/2011 19:11:31 GMT|IProHead took a leap of faith
Minecrafter_101|||FALL|world_hoth (31.0,85.0,-141.0)|12/17/2011 19:14:59 GMT|Minecrafter_101 took a leap of faith
RichtheNinja|Skeleton||ENTITY_ATTACK|world_hoth (58.0,74.0,-118.0)|12/18/2011 09:01:41 GMT|RichtheNinja was killed by an angry Skeleton
RichtheNinja|Enderman||ENTITY_ATTACK|world_hoth (73.0,74.0,-121.0)|12/18/2011 09:03:18 GMT|RichtheNinja was killed by an angry Enderman
RichtheNinja|Zombie||ENTITY_ATTACK|world_hoth (93.0,46.0,88.0)|12/18/2011 09:16:48 GMT|RichtheNinja was killed by an angry Zombie
IProHead|Creeper||ENTITY_EXPLOSION|world_hoth (-250.0,61.0,-261.0)|12/18/2011 10:23:15 GMT|IProHead was creeper bombed
IProHead|||FALL|world_hoth (-240.0,64.0,-458.0)|12/18/2011 10:34:50 GMT|IProHead took a leap of faith
Minecrafter_101|Creeper||ENTITY_EXPLOSION|world_hoth (12.0,16.0,-95.0)|12/18/2011 14:57:27 GMT|Minecrafter_101 was creeper bombed
Minecrafter_101|Creeper||ENTITY_EXPLOSION|world_hoth (11.0,28.0,-94.0)|12/18/2011 15:08:52 GMT|Minecrafter_101 hugged a creeper
Minecrafter_101|||FIRE_TICK|world_hoth (-19.0,26.0,-48.0)|12/18/2011 15:14:41 GMT|Minecrafter_101 burned to death
Minecrafter_101|||FIRE_TICK|world_hoth (31.0,81.0,-138.0)|12/18/2011 15:54:02 GMT|Minecrafter_101 burned to death
Minecrafter_101|||FALL|world_hoth (-2498.0,68.0,-915.0)|12/18/2011 16:42:17 GMT|Minecrafter_101 fell to their death
katotoro|Spider||ENTITY_ATTACK|world_hoth (-174.0,64.0,-135.0)|12/18/2011 17:05:12 GMT|katotoro was killed by an angry Spider
zomboy3|||BLOCK_EXPLOSION|world_hoth (-60.0,71.0,-236.0)|12/18/2011 17:35:10 GMT|zomboy3 apparently has an explosive personality
zomboy3|||BLOCK_EXPLOSION|world_hoth (-101.0,68.0,-304.0)|12/18/2011 17:36:40 GMT|zomboy3 exploded
Minecrafter_101|||FALL|world_hoth (-165.0,64.0,-136.0)|12/18/2011 17:44:17 GMT|Minecrafter_101 fell to their death
Minecrafter_101|||FALL|world_hoth (-99.0,70.0,-142.0)|12/18/2011 17:53:25 GMT|Minecrafter_101 took a leap of faith
Hobby203|||SUICIDE|world_hoth (91.0,46.0,57.0)|12/18/2011 18:02:50 GMT|Hobby203 decided to end it all.
Minecrafter_101|Zombie||ENTITY_ATTACK|world_hoth (-34.0,85.0,-132.0)|12/18/2011 18:03:37 GMT|Minecrafter_101 was killed by an angry Zombie
Minecrafter_101|||FALL|world_hoth (22.0,81.0,-138.0)|12/18/2011 18:30:16 GMT|Minecrafter_101 took a leap of faith
mgp_kid|Zombie||ENTITY_ATTACK|world_hoth (-2500.0,64.0,-968.0)|12/19/2011 16:45:30 GMT|mgp_kid was killed by an angry Zombie
mgp_kid|Spider||ENTITY_ATTACK|world_hoth (-209.0,64.0,-155.0)|12/19/2011 17:33:10 GMT|mgp_kid was killed by an angry Spider
th3ant|||FALL|world_hoth (-137.0,65.0,-143.0)|12/19/2011 18:02:36 GMT|th3ant fell to their death
mgp_kid|IProHead|272x39|ENTITY_ATTACK|world_hoth (-203.0,59.0,-193.0)|12/19/2011 18:44:33 GMT|IProHead killed mgp_kid wielding stone sword
smellaykelly|Creeper||ENTITY_EXPLOSION|world_hoth (-235.0,64.0,-149.0)|12/19/2011 19:11:49 GMT|smellaykelly hugged a creeper
mgp_kid|||FALL|world_hoth (-234.0,66.0,-410.0)|12/19/2011 19:21:10 GMT|mgp_kid fell to their death
sarvermason|Zombie||ENTITY_ATTACK|world_hoth (-165.0,61.0,-139.0)|12/19/2011 19:43:23 GMT|sarvermason was killed by an angry Zombie
sarvermason|||FALL|world_hoth (-134.0,62.0,-443.0)|12/19/2011 20:16:52 GMT|sarvermason fell to their death
sarvermason|||BLOCK_EXPLOSION|world_hoth (-255.0,47.0,-364.0)|12/19/2011 20:17:44 GMT|sarvermason apparently has an explosive personality
sarvermason|||FALL|world_hoth (-200.0,61.0,-372.0)|12/19/2011 20:29:03 GMT|sarvermason fell to their death
sarvermason|Creeper||ENTITY_EXPLOSION|world_hoth (-186.0,64.0,-234.0)|12/19/2011 20:36:34 GMT|sarvermason hugged a creeper
sarvermason|Spider||ENTITY_ATTACK|world_hoth (-195.0,64.0,-177.0)|12/19/2011 20:40:01 GMT|sarvermason was killed by an angry Spider
sarvermason|Skeleton||ENTITY_ATTACK|world_hoth (-162.0,66.0,-199.0)|12/19/2011 20:41:09 GMT|sarvermason was killed by an angry Skeleton
IProHead|||FALL|world_hoth (-220.0,65.0,-455.0)|12/19/2011 21:29:03 GMT|IProHead fell to their death
zomboy3|Zombie||ENTITY_ATTACK|world_hoth (-157.0,64.0,-139.0)|12/19/2011 21:59:24 GMT|zomboy3 was killed by an angry Zombie
IProHead|||FALL|world_hoth (-219.0,64.0,-447.0)|12/20/2011 09:04:08 GMT|IProHead took a leap of faith
IProHead|Creeper||ENTITY_EXPLOSION|world_hoth (-229.0,73.0,-103.0)|12/20/2011 17:54:22 GMT|IProHead hugged a creeper
IProHead|||SUFFOCATION|world_hoth_nether (1.0,64.0,1.0)|12/20/2011 19:13:31 GMT|IProHead suffocated
IProHead|PigZombie||ENTITY_ATTACK|world_hoth_nether (-185.0,62.0,102.0)|12/20/2011 19:52:54 GMT|IProHead was killed by an angry PigZombie
IProHead|Creeper||ENTITY_EXPLOSION|world_hoth (-210.0,64.0,-139.0)|12/20/2011 19:55:18 GMT|IProHead was creeper bombed
sarvermason|Zombie||ENTITY_ATTACK|world_hoth (-100.0,65.0,-513.0)|12/20/2011 19:57:21 GMT|sarvermason was killed by an angry Zombie
zomboy3|Creeper||ENTITY_EXPLOSION|world_hoth (-233.0,64.0,-144.0)|12/20/2011 20:31:48 GMT|zomboy3 hugged a creeper
aambss|||FALL|world_hoth (-179.0,64.0,-130.0)|12/20/2011 20:37:30 GMT|aambss took a leap of faith
DarkLord13|Zombie||ENTITY_ATTACK|world_hoth (-159.0,64.0,-160.0)|12/20/2011 22:43:00 GMT|DarkLord13 was killed by an angry Zombie
DarkLord13|Creeper||ENTITY_EXPLOSION|world_hoth (-221.0,62.0,-275.0)|12/20/2011 22:48:41 GMT|DarkLord13 was creeper bombed
DarkLord13|Creeper||ENTITY_EXPLOSION|world_hoth (-203.0,64.0,-184.0)|12/20/2011 22:49:05 GMT|DarkLord13 hugged a creeper
akextra|||FALL|world_hoth (19.0,68.0,-174.0)|12/21/2011 14:58:29 GMT|akextra fell to their death
Deeox2|||FALL|world_hoth (-170.0,60.0,-144.0)|12/21/2011 17:41:54 GMT|Deeox2 took a leap of faith
snip3Zx94|Creeper||ENTITY_EXPLOSION|world_hoth (-232.0,71.0,-115.0)|12/21/2011 17:43:01 GMT|snip3Zx94 was creeper bombed
Hobby203|||SUICIDE|world_hoth (-576.0,93.0,-633.0)|12/21/2011 22:08:07 GMT|Hobby203 decided to end it all.
Trueblue62|||VOID|world_hoth_the_end (460.0,-85.0,566.0)|12/22/2011 00:01:34 GMT|Trueblue62 fell into the Void
hampster900|||VOID|world_hoth_the_end (457.0,-85.0,564.0)|12/22/2011 00:02:00 GMT|hampster900 fell into the Void
Trueblue62|||VOID|world_hoth_the_end (401.0,-69.0,484.0)|12/22/2011 00:05:43 GMT|Trueblue62 fell into the Void
sarvermason|Trueblue62|261x60|ENTITY_ATTACK|world_hoth (-358.0,63.0,-181.0)|12/22/2011 00:15:43 GMT|Trueblue62 killed sarvermason wielding bow & arrow
Trueblue62|||FALL|world_hoth (-207.0,64.0,-177.0)|12/22/2011 00:17:31 GMT|Trueblue62 took a leap of faith
RichtheNinja|||FALL|world_hoth (-66.0,72.0,-195.0)|12/22/2011 10:32:13 GMT|RichtheNinja fell to their death
RichtheNinja|Spider||ENTITY_ATTACK|world_hoth (22.0,79.0,-120.0)|12/22/2011 10:41:25 GMT|RichtheNinja was killed by an angry Spider
Hobby203|||LAVA|world_hoth_nether (-214.0,26.0,35.0)|12/22/2011 11:21:28 GMT|Hobby203 became obsidian
Minecrafter_101|||FIRE|world_hoth (-13.0,6.0,-102.0)|12/22/2011 13:07:06 GMT|Minecrafter_101 burned to death
DarkLord13|Skeleton||ENTITY_ATTACK|world_hoth (-523.0,89.0,-612.0)|12/22/2011 13:59:49 GMT|DarkLord13 was killed by an angry Skeleton
DarkLord13|Skeleton||ENTITY_ATTACK|world_hoth (-204.0,64.0,-186.0)|12/22/2011 14:01:01 GMT|DarkLord13 was killed by an angry Skeleton
Hobby203|Abrahamarmite|262x0|ENTITY_ATTACK|world_hoth (-246.0,65.0,-138.0)|12/22/2011 15:19:35 GMT|Abrahamarmite killed Hobby203 wielding arrow
Omnomnoms|Abrahamarmite|262x0|ENTITY_ATTACK|world_hoth (-232.0,64.0,-148.0)|12/22/2011 15:19:43 GMT|Abrahamarmite killed Omnomnoms wielding arrow
IProHead|||FALL|world_hoth (-145.0,95.0,-141.0)|12/22/2011 15:20:50 GMT|IProHead fell to their death
th3ant|Hobby203|276x20|ENTITY_ATTACK|world_hoth (-230.0,21.0,-85.0)|12/22/2011 15:23:29 GMT|Hobby203 killed th3ant wielding diamond sword
IProHead|PigZombie||ENTITY_ATTACK|world_hoth_nether (-67.0,67.0,-44.0)|12/22/2011 15:29:22 GMT|IProHead was killed by an angry PigZombie
Omnomnoms|||FIRE_TICK|world_hoth (608.0,65.0,481.0)|12/22/2011 15:34:28 GMT|Omnomnoms burned to death
Omnomnoms|Slime||ENTITY_ATTACK|world_hoth (614.0,68.0,484.0)|12/22/2011 15:34:45 GMT|Omnomnoms was killed by an angry Slime
Omnomnoms|||DROWNING|world_hoth (607.0,57.0,467.0)|12/22/2011 16:25:06 GMT|Omnomnoms took a long walk off a short pier
Trueblue62|||VOID|world_hoth (616.0,-71.0,475.0)|12/22/2011 16:28:48 GMT|Trueblue62 fell into the Void
IProHead|smellaykelly|267x63|ENTITY_ATTACK|world_hoth (-202.0,59.0,-189.0)|12/22/2011 16:49:32 GMT|smellaykelly killed IProHead wielding iron sword
IProHead|Trueblue62|261x24|ENTITY_ATTACK|world_hoth (-203.0,64.0,-191.0)|12/22/2011 16:51:35 GMT|Trueblue62 killed IProHead wielding bow & arrow
IProHead|Trueblue62|261x28|ENTITY_ATTACK|world_hoth (-203.0,59.0,-191.0)|12/22/2011 16:52:00 GMT|Trueblue62 killed IProHead wielding bow & arrow
IProHead|||FALL|world_hoth (-206.0,64.0,-200.0)|12/22/2011 16:53:41 GMT|IProHead took a leap of faith
IProHead|Creeper||ENTITY_EXPLOSION|world_hoth (-250.0,64.0,-175.0)|12/22/2011 16:58:33 GMT|IProHead was creeper bombed
IProHead|Zombie||ENTITY_ATTACK|world_hoth (-246.0,64.0,-168.0)|12/22/2011 17:01:52 GMT|IProHead was killed by an angry Zombie
matt1217|||DROWNING|world_hoth (-218.0,63.0,-458.0)|12/22/2011 17:18:29 GMT|matt1217 took a long walk off a short pier
smellaykelly|||FALL|world_hoth (-202.0,64.0,-183.0)|12/22/2011 17:24:31 GMT|smellaykelly fell to their death
sarvermason|Enderman||ENTITY_ATTACK|world_hoth (-158.0,64.0,-138.0)|12/22/2011 17:38:23 GMT|sarvermason was killed by an angry Enderman
sarvermason|Creeper||ENTITY_EXPLOSION|world_hoth (-2506.0,64.0,-955.0)|12/22/2011 17:42:13 GMT|sarvermason was creeper bombed
smellaykelly|Omnomnoms|373x0|ENTITY_ATTACK|world_hoth (31.0,83.0,-164.0)|12/22/2011 17:43:41 GMT|Omnomnoms killed smellaykelly wielding Potion 
Trueblue62|||FALL|world_hoth (-22.0,78.0,-171.0)|12/22/2011 17:45:19 GMT|Trueblue62 took a leap of faith
Trueblue62|Omnomnoms|373x0|ENTITY_ATTACK|world_hoth (32.0,88.0,-159.0)|12/22/2011 17:46:19 GMT|Omnomnoms killed Trueblue62 wielding Potion 
Abrahamarmite|Omnomnoms|373x0|ENTITY_ATTACK|world_hoth (601.0,65.0,485.0)|12/22/2011 17:54:50 GMT|Omnomnoms killed Abrahamarmite wielding Potion 
snip3Zx94|||FALL|world_hoth (-202.0,64.0,-183.0)|12/22/2011 18:02:32 GMT|snip3Zx94 fell to their death
Omnomnoms|Abrahamarmite|382x0|ENTITY_ATTACK|world_hoth (605.0,63.0,482.0)|12/22/2011 18:10:03 GMT|Abrahamarmite killed Omnomnoms wielding Speckled Melon 
Trueblue62|||DROWNING|world_hoth (523.0,47.0,599.0)|12/22/2011 18:29:37 GMT|Trueblue62 drowned
sarvermason|Zombie||ENTITY_ATTACK|world_hoth (-75.0,59.0,-419.0)|12/22/2011 19:01:41 GMT|sarvermason was killed by an angry Zombie
mgp_kid|||SUFFOCATION|world_hoth_nether (1.0,64.0,1.0)|12/22/2011 19:19:13 GMT|mgp_kid suffocated
hampster900|||VOID|world_hoth (-134.0,-82.0,-73.0)|12/22/2011 19:34:08 GMT|hampster900 fell into the Void
IProHead|||FALL|world_hoth (-227.0,65.0,-136.0)|12/22/2011 20:12:43 GMT|IProHead took a leap of faith
IProHead|||FALL|world_hoth (-46.0,82.0,-171.0)|12/22/2011 20:39:03 GMT|IProHead fell to their death
mgp_kid|||FALL|world_hoth (-203.0,64.0,-184.0)|12/22/2011 21:07:44 GMT|mgp_kid fell to their death
mgp_kid|||FALL|world_hoth_the_end (-26.0,61.0,11.0)|12/22/2011 21:33:48 GMT|mgp_kid took a leap of faith
mgp_kid|||BLOCK_EXPLOSION|world_hoth_the_end (-27.0,95.0,10.0)|12/22/2011 21:34:53 GMT|mgp_kid exploded
mgp_kid|||FALL|world_hoth_the_end (-28.0,56.0,11.0)|12/22/2011 21:35:20 GMT|mgp_kid fell to their death
mgp_kid|||FALL|world_hoth_the_end (-21.0,43.0,7.0)|12/22/2011 21:40:05 GMT|mgp_kid took a leap of faith
mgp_kid|||FALL|world_hoth_the_end (-43.0,58.0,9.0)|12/22/2011 21:40:22 GMT|mgp_kid fell to their death
mgp_kid|||FALL|world_hoth_the_end (-29.0,55.0,-15.0)|12/22/2011 21:40:40 GMT|mgp_kid fell to their death
mgp_kid|||FALL|world_hoth_the_end (-28.0,60.0,15.0)|12/22/2011 21:41:53 GMT|mgp_kid fell to their death
mgp_kid|||FALL|world_hoth_the_end (47.0,45.0,-17.0)|12/22/2011 21:46:19 GMT|mgp_kid took a leap of faith
snip3Zx94|||FALL|world_hoth (-206.0,63.0,-91.0)|12/22/2011 22:11:54 GMT|snip3Zx94 fell to their death
Scotty8D|Creeper||ENTITY_EXPLOSION|world_hoth (-73.0,69.0,-164.0)|12/22/2011 22:42:45 GMT|Scotty8D was creeper bombed
hampster900|smellaykelly|283x4|ENTITY_ATTACK|world_hoth (41.0,83.0,-161.0)|12/22/2011 22:48:03 GMT|smellaykelly killed hampster900 wielding gold sword
Omnomnoms|||LAVA|world_hoth (-83.0,69.0,-169.0)|12/22/2011 23:12:48 GMT|Omnomnoms took a bath in a lake of fire
mgp_kid|Spider||ENTITY_ATTACK|world_hoth (-240.0,78.0,-99.0)|12/23/2011 07:49:47 GMT|mgp_kid was killed by an angry Spider
IProHead|||FALL|world_hoth (-205.0,64.0,-478.0)|12/23/2011 09:08:51 GMT|IProHead fell to their death
DarkLord13|Zombie||ENTITY_ATTACK|world_hoth (-224.0,64.0,-435.0)|12/23/2011 11:05:46 GMT|DarkLord13 was killed by an angry Zombie
DarkLord13|Creeper||ENTITY_EXPLOSION|world_hoth (-122.0,68.0,-202.0)|12/23/2011 11:10:46 GMT|DarkLord13 hugged a creeper
DarkLord13|Creeper||ENTITY_EXPLOSION|world_hoth (-164.0,64.0,-209.0)|12/23/2011 11:27:46 GMT|DarkLord13 hugged a creeper
DarkLord13|||VOID|world_hoth_the_end (232.0,-70.0,-803.0)|12/23/2011 13:50:10 GMT|DarkLord13 fell into the Void
IProHead|Zombie||ENTITY_ATTACK|world_hoth (-243.0,63.0,-218.0)|12/23/2011 14:58:12 GMT|IProHead was killed by an angry Zombie
smellaykelly|Creeper||ENTITY_EXPLOSION|world_hoth (35.0,83.0,-162.0)|12/23/2011 16:45:14 GMT|smellaykelly hugged a creeper
